schedule_date,schedule_season,schedule_week,team_home,team_away,stadium,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,game_id,,,,,
09/21/1997,1997,4,BUF,IND,Ralph Wilson Stadium,BUF,-6,37.5,,51,9,66,37,35,FALSE,FALSE,19970921INDBUF,,,,,
09/21/1997,1997,4,CAR,KC,Bank of America Stadium,CAR,-4.5,37.5,,75,10,52,14,35,FALSE,FALSE,19970921KCCAR,,,,,
09/21/1997,1997,4,DEN,CIN,Mile High Stadium,DEN,-12,45,,51,9,82,38,20,FALSE,FALSE,19970921CINDEN,,,,,
09/21/1997,1997,4,GB,MIN,Lambeau Field,GB,-11,43.5,,50,8,72,38,32,FALSE,FALSE,19970921MINGB,,,,,
09/21/1997,1997,4,NE,CHI,Foxboro Stadium,NE,-13,45,,56,17,61,31,3,FALSE,FALSE,19970921CHINE,,,,,
09/21/1997,1997,4,NO,DET,Louisiana Superdome,DET,-5.5,39.5,DOME,72,0,,35,17,FALSE,FALSE,19970921DETNO,,,,,
09/21/1997,1997,4,NYJ,OAK,Giants Stadium,PICK,0,45,,60,19,56,23,22,FALSE,FALSE,19970921OAKNYJ,,,,,
09/21/1997,1997,4,SF,ATL,Candlestick Park,SF,-15,38.5,,66,15,70,34,7,FALSE,FALSE,19970921ATLSF,,,,,
09/21/1997,1997,4,SEA,LAC,Seattle Kingdome,SEA,-4.5,41,,72,0,,26,22,FALSE,FALSE,19970921LACSEA,,,,,
09/21/1997,1997,4,LAR,NYG,Edward Jones Dome,LAR,-3.5,42,DOME,72,0,,13,3,FALSE,FALSE,19970921NYGLAR,,,,,
09/21/1997,1997,4,TB,MIA,Houlihan's Stadium,TB,-3.5,36.5,,84,5,64,31,21,FALSE,FALSE,19970921MIATB,,,,,
09/21/1997,1997,4,TEN,BAL,Liberty Bowl Memorial Stadium,TEN,-4.5,43.5,,71,13,74,10,36,FALSE,FALSE,19970921BALTEN,,,,,
09/22/1997,1997,4,JAX,PIT,EverBank Field,JAX,-3,40.5,,82,8,74,30,21,FALSE,FALSE,19970922PITJAX,,,,,
09/28/1997,1997,5,ATL,DEN,Georgia Dome,DEN,-11,42,DOME,72,0,,21,29,FALSE,FALSE,19970928DENATL,,,,,
09/28/1997,1997,5,CIN,NYJ,Cinergy Field,CIN,-4,45.5,,66,12,67,14,31,FALSE,FALSE,19970928NYJCIN,,,,,
09/28/1997,1997,5,DAL,CHI,Texas Stadium,DAL,-14,41.5,,78,10,49,27,3,FALSE,FALSE,19970928CHIDAL,,,,,
09/28/1997,1997,5,DET,GB,Pontiac Silverdome,GB,-7.5,44.5,DOME,72,0,,26,15,FALSE,FALSE,19970928GBDET,,,,,
09/28/1997,1997,5,KC,SEA,Arrowhead Stadium,KC,-4.5,40.5,,67,11,56,20,17,FALSE,FALSE,19970928SEAKC,,,,,
09/28/1997,1997,5,MIN,PHI,Hubert H. Humphrey Metrodome,MIN,-2.5,43,DOME,72,0,,28,19,FALSE,FALSE,19970928PHIMIN,,,,,
09/28/1997,1997,5,NYG,NO,Giants Stadium,NYG,-5,39.5,,63,13,78,14,9,FALSE,FALSE,19970928NONYG,,,,,
09/28/1997,1997,5,OAK,LAR,Oakland Coliseum,OAK,-7,43.5,,72,8,48,35,17,FALSE,FALSE,19970928LAROAK,,,,,
09/28/1997,1997,5,PIT,TEN,Three Rivers Stadium,PIT,-6,41,,60,8,81,37,24,FALSE,FALSE,19970928TENPIT,,,,,
09/28/1997,1997,5,LAC,BAL,Qualcomm Stadium,LAC,-1.5,44.5,,73,6,83,21,17,FALSE,FALSE,19970928BALLAC,,,,,
09/28/1997,1997,5,TB,ARI,Houlihan's Stadium,TB,-7.5,38,,81,11,77,19,18,FALSE,FALSE,19970928ARITB,,,,,
09/28/1997,1997,5,WAS,JAX,FedExField,WAS,-1,43.5,,64,14,85,24,12,FALSE,FALSE,19970928JAXWAS,,,,,
09/29/1997,1997,5,CAR,SF,Bank of America Stadium,SF,-3.5,39,,69,11,66,21,34,FALSE,FALSE,19970929SFCAR,,,,,
10/05/1997,1997,6,ARI,MIN,University of Phoenix Stadium,MIN,-1,41,,86,6,35,19,20,FALSE,FALSE,19971005MINARI,,,,,
10/05/1997,1997,6,BAL,PIT,Memorial Stadium (Baltimore),PIT,-2,43.5,,68,4,73,34,42,FALSE,FALSE,19971005PITBAL,,,,,
10/05/1997,1997,6,BUF,DET,Ralph Wilson Stadium,BUF,-3.5,41,,65,12,84,22,13,FALSE,FALSE,19971005DETBUF,,,,,
10/05/1997,1997,6,CHI,NO,Soldier Field,CHI,-3,38,,68,13,70,17,20,FALSE,FALSE,19971005NOCHI,,,,,
10/05/1997,1997,6,GB,TB,Lambeau Field,GB,-7,39.5,,62,13,70,21,16,FALSE,FALSE,19971005TBGB,,,,,
10/05/1997,1997,6,IND,NYJ,RCA Dome,NYJ,-3,42,DOME,72,0,,12,16,FALSE,FALSE,19971005NYJIND,,,,,
10/05/1997,1997,6,JAX,CIN,EverBank Field,JAX,-7,45,,79,10,69,21,13,FALSE,FALSE,19971005CINJAX,,,,,
10/05/1997,1997,6,MIA,KC,Sun Life Stadium,MIA,-3,40,,82,12,66,17,14,FALSE,FALSE,19971005KCMIA,,,,,
10/05/1997,1997,6,NYG,DAL,Giants Stadium,DAL,-7.5,39,,69,8,80,20,17,FALSE,FALSE,19971005DALNYG,,,,,
10/05/1997,1997,6,OAK,LAC,Oakland Coliseum,OAK,-7,45,,67,10,56,10,25,FALSE,FALSE,19971005LACOAK,,,,,
10/05/1997,1997,6,PHI,WAS,Veterans Stadium,PHI,-3.5,41.5,,68,7,74,24,10,FALSE,FALSE,19971005WASPHI,,,,,
10/05/1997,1997,6,SEA,TEN,Seattle Kingdome,SEA,-5.5,42.5,DOME,72,0,,16,13,FALSE,FALSE,19971005TENSEA,,,,,
10/06/1997,1997,6,DEN,NE,Mile High Stadium,DEN,-4,45,,59,10,30,34,13,FALSE,FALSE,19971006NEDEN,,,,,
10/12/1997,1997,7,ARI,NYG,University of Phoenix Stadium,ARI,-3.5,38.5,,64,10,28,13,27,FALSE,FALSE,19971012NYGARI,,,,,
10/12/1997,1997,7,CHI,GB,Soldier Field,GB,-11.5,41,,68,15,53,23,24,FALSE,FALSE,19971012GBCHI,,,,,
10/12/1997,1997,7,JAX,PHI,EverBank Field,JAX,-3,42,,77,11,75,38,21,FALSE,FALSE,19971012PHIJAX,,,,,
10/12/1997,1997,7,MIN,CAR,Hubert H. Humphrey Metrodome,MIN,-4,41,DOME,72,0,,21,14,FALSE,FALSE,19971012CARMIN,,,,,
10/12/1997,1997,7,NE,BUF,Foxboro Stadium,NE,-9,42,,53,9,58,33,6,FALSE,FALSE,19971012BUFNE,,,,,
10/12/1997,1997,7,NO,ATL,Louisiana Superdome,NO,-2,38,DOME,72,0,,17,23,FALSE,FALSE,19971012ATLNO,,,,,
10/12/1997,1997,7,NYJ,MIA,Giants Stadium,NYJ,-3.5,42.5,,60,8,47,20,31,FALSE,FALSE,19971012MIANYJ,,,,,
10/12/1997,1997,7,PIT,IND,Three Rivers Stadium,PIT,-10.5,41,,57,4,66,24,22,FALSE,FALSE,19971012INDPIT,,,,,
10/12/1997,1997,7,SF,LAR,Candlestick Park,SF,-14,41,,59,13,63,30,10,FALSE,FALSE,19971012LARSF,,,,,
10/12/1997,1997,7,TB,DET,Houlihan's Stadium,TB,-5.5,39,,77,10,71,9,27,FALSE,FALSE,19971012DETTB,,,,,
10/12/1997,1997,7,TEN,CIN,Liberty Bowl Memorial Stadium,TEN,-2.5,42.5,,74,12,64,30,7,FALSE,FALSE,19971012CINTEN,,,,,
10/13/1997,1997,7,WAS,DAL,FedExField,DAL,-3,39.5,,65,8,72,21,16,FALSE,FALSE,19971013DALWAS,,,,,
10/16/1997,1997,8,KC,LAC,Arrowhead Stadium,KC,-5.5,41,,57,10,69,31,3,FALSE,FALSE,19971016LACKC,,,,,
10/19/1997,1997,8,ATL,SF,Georgia Dome,SF,-10.5,40.5,DOME,72,0,,28,35,FALSE,FALSE,19971019SFATL,,,,,
10/19/1997,1997,8,BAL,MIA,Memorial Stadium (Baltimore),MIA,-1,44,,56,8,76,13,24,FALSE,FALSE,19971019MIABAL,,,,,
10/19/1997,1997,8,CIN,PIT,Cinergy Field,PIT,-5,43,,51,7,66,10,26,FALSE,FALSE,19971019PITCIN,,,,,
10/19/1997,1997,8,DAL,JAX,Texas Stadium,DAL,-4.5,43,,66,10,59,26,22,FALSE,FALSE,19971019JAXDAL,,,,,
10/19/1997,1997,8,DET,NYG,Pontiac Silverdome,DET,-6.5,39,DOME,72,0,,20,26,FALSE,FALSE,19971019NYGDET,,,,,
10/19/1997,1997,8,NO,CAR,Louisiana Superdome,CAR,-4.5,37,DOME,72,0,,0,13,FALSE,FALSE,19971019CARNO,,,,,
10/19/1997,1997,8,NYJ,NE,Giants Stadium,NE,-3,45,,54,13,75,24,19,FALSE,FALSE,19971019NENYJ,,,,,
10/19/1997,1997,8,OAK,DEN,Oakland Coliseum,DEN,-5.5,46,,60,12,72,28,25,FALSE,FALSE,19971019DENOAK,,,,,
10/19/1997,1997,8,PHI,ARI,Veterans Stadium,PHI,-8.5,38,,55,13,68,13,10,FALSE,FALSE,19971019ARIPHI,,,,,
10/19/1997,1997,8,LAR,SEA,Edward Jones Dome,SEA,-1.5,40,DOME,72,0,,9,17,FALSE,FALSE,19971019SEALAR,,,,,
10/19/1997,1997,8,TEN,WAS,Liberty Bowl Memorial Stadium,WAS,-2,41,,55,4,61,28,14,FALSE,FALSE,19971019WASTEN,,,,,
10/20/1997,1997,8,IND,BUF,RCA Dome,BUF,-2.5,38.5,DOME,72,0,,6,9,FALSE,FALSE,19971020BUFIND,,,,,
10/26/1997,1997,9,ARI,TEN,University of Phoenix Stadium,ARI,-2,38,,62,7,22,14,41,FALSE,FALSE,19971026TENARI,,,,,
10/26/1997,1997,9,BUF,DEN,Ralph Wilson Stadium,DEN,-7,43,,35,11,80,20,23,FALSE,FALSE,19971026DENBUF,,,,,
10/26/1997,1997,9,CAR,ATL,Bank of America Stadium,CAR,-8.5,38,,63,8,94,21,12,FALSE,FALSE,19971026ATLCAR,,,,,
10/26/1997,1997,9,NO,SF,Louisiana Superdome,SF,-13.5,39,DOME,72,0,,0,23,FALSE,FALSE,19971026SFNO,,,,,
10/26/1997,1997,9,NYG,CIN,Giants Stadium,NYG,-6,40.5,,46,12,76,29,27,FALSE,FALSE,19971026CINNYG,,,,,
10/26/1997,1997,9,PHI,DAL,Veterans Stadium,DAL,-1,41,,48,10,74,13,12,FALSE,FALSE,19971026DALPHI,,,,,
10/26/1997,1997,9,PIT,JAX,Three Rivers Stadium,PIT,-3,44.5,,46,11,83,23,17,FALSE,FALSE,19971026JAXPIT,,,,,
10/26/1997,1997,9,LAC,IND,Qualcomm Stadium,LAC,-5.5,38,,66,7,31,35,19,FALSE,FALSE,19971026INDLAC,,,,,
10/26/1997,1997,9,SEA,OAK,Seattle Kingdome,SEA,-1.5,44,DOME,72,0,,45,34,FALSE,FALSE,19971026OAKSEA,,,,,
10/26/1997,1997,9,LAR,KC,Edward Jones Dome,KC,-5.5,39,DOME,72,0,,20,28,FALSE,FALSE,19971026KCLAR,,,,,
10/26/1997,1997,9,TB,MIN,Houlihan's Stadium,TB,-2.5,40,,78,9,89,6,10,FALSE,FALSE,19971026MINTB,,,,,
10/26/1997,1997,9,WAS,BAL,FedExField,WAS,-6.5,44.5,,50,11,86,17,20,FALSE,FALSE,19971026BALWAS,,,,,
10/27/1997,1997,9,MIA,CHI,Sun Life Stadium,MIA,-9.5,40,,82,11,78,33,36,FALSE,FALSE,19971027CHIMIA,,,,,
10/27/1997,1997,9,NE,GB,Foxboro Stadium,NE,-1,45,,48,20,87,10,28,FALSE,FALSE,19971027GBNE,,,,,
11/02/1997,1997,10,ARI,PHI,University of Phoenix Stadium,PHI,-4.5,37,,73,3,31,31,21,FALSE,FALSE,19971102PHIARI,,,,,
11/02/1997,1997,10,ATL,LAR,Georgia Dome,ATL,-3,40.5,DOME,72,0,,34,31,FALSE,FALSE,19971102LARATL,,,,,
11/02/1997,1997,10,BUF,MIA,Ralph Wilson Stadium,BUF,-2,40.5,,51,14,91,9,6,FALSE,FALSE,19971102MIABUF,,,,,
11/02/1997,1997,10,CAR,OAK,Bank of America Stadium,CAR,-2.5,43,,60,12,67,38,14,FALSE,FALSE,19971102OAKCAR,,,,,
11/02/1997,1997,10,CHI,WAS,Soldier Field,WAS,-3,40,,42,14,71,8,31,FALSE,FALSE,19971102WASCHI,,,,,
11/02/1997,1997,10,CIN,LAC,Cinergy Field,LAC,-1.5,43,,46,13,79,38,31,FALSE,FALSE,19971102LACCIN,,,,,
11/02/1997,1997,10,DEN,SEA,Mile High Stadium,DEN,-9.5,44,,38,16,48,30,27,FALSE,FALSE,19971102SEADEN,,,,,
11/02/1997,1997,10,GB,DET,Lambeau Field,GB,-10,43,,39,12,78,20,10,FALSE,FALSE,19971102DETGB,,,,,
11/02/1997,1997,10,IND,TB,RCA Dome,TB,-4.5,37,DOME,72,0,,28,31,FALSE,FALSE,19971102TBIND,,,,,
11/02/1997,1997,10,MIN,NE,Hubert H. Humphrey Metrodome,MIN,-1,44,DOME,72,0,,23,18,FALSE,FALSE,19971102NEMIN,,,,,
11/02/1997,1997,10,NYJ,BAL,Giants Stadium,NYJ,-5.5,46,,60,14,93,19,16,FALSE,FALSE,19971102BALNYJ,,,,,
11/02/1997,1997,10,SF,DAL,Candlestick Park,SF,-7,41,,65,5,73,17,10,FALSE,FALSE,19971102DALSF,,,,,
11/02/1997,1997,10,TEN,JAX,Liberty Bowl Memorial Stadium,JAX,-1,43.5,,55,16,56,24,30,FALSE,FALSE,19971102JAXTEN,,,,,
11/03/1997,1997,10,KC,PIT,Arrowhead Stadium,KC,-3,41.5,,36,16,73,13,10,FALSE,FALSE,19971103PITKC,,,,,
11/09/1997,1997,11,ATL,TB,Georgia Dome,TB,-3,40,DOME,72,0,,10,31,FALSE,FALSE,19971109TBATL,,,,,
11/09/1997,1997,11,BUF,NE,Ralph Wilson Stadium,NE,-3,41.5,,43,9,78,10,31,FALSE,FALSE,19971109NEBUF,,,,,
11/09/1997,1997,11,DAL,ARI,Texas Stadium,DAL,-8.5,38.5,,54,10,79,24,6,FALSE,FALSE,19971109ARIDAL,,,,,
11/09/1997,1997,11,DEN,CAR,Mile High Stadium,DEN,-8,42,,30,12,90,34,0,FALSE,FALSE,19971109CARDEN,,,,,
11/09/1997,1997,11,GB,LAR,Lambeau Field,GB,-15,42.5,,38,7,85,17,7,FALSE,FALSE,19971109LARGB,,,,,
11/09/1997,1997,11,IND,CIN,RCA Dome,CIN,-2.5,40.5,DOME,72,0,,13,28,FALSE,FALSE,19971109CININD,,,,,
11/09/1997,1997,11,JAX,KC,EverBank Field,JAX,-5,42,,54,8,68,24,10,FALSE,FALSE,19971109KCJAX,,,,,
11/09/1997,1997,11,MIA,NYJ,Sun Life Stadium,MIA,-2.5,43,,64,6,66,24,17,FALSE,FALSE,19971109NYJMIA,,,,,
11/09/1997,1997,11,MIN,CHI,Hubert H. Humphrey Metrodome,MIN,-9,42.5,DOME,72,0,,29,22,FALSE,FALSE,19971109CHIMIN,,,,,
11/09/1997,1997,11,OAK,NO,Oakland Coliseum,OAK,-9.5,43,,58,7,63,10,13,FALSE,FALSE,19971109NOOAK,,,,,
11/09/1997,1997,11,PIT,BAL,Three Rivers Stadium,PIT,-6.5,45,,46,13,76,37,0,FALSE,FALSE,19971109BALPIT,,,,,
11/09/1997,1997,11,LAC,SEA,Qualcomm Stadium,SEA,-3,41.5,,63,7,71,31,37,FALSE,FALSE,19971109SEALAC,,,,,
11/09/1997,1997,11,TEN,NYG,Liberty Bowl Memorial Stadium,TEN,-2.5,39,,46,7,79,10,6,FALSE,FALSE,19971109NYGTEN,,,,,
11/09/1997,1997,11,WAS,DET,FedExField,WAS,-4,41,,50,15,85,30,7,FALSE,FALSE,19971109DETWAS,,,,,
11/10/1997,1997,11,PHI,SF,Veterans Stadium,SF,-3.5,39.5,,47,12,67,12,24,FALSE,FALSE,19971110SFPHI,,,,,
11/16/1997,1997,12,BAL,PHI,Memorial Stadium (Baltimore),BAL,-2.5,41,,38,14,68,10,10,FALSE,FALSE,19971116PHIBAL,,,,,
11/16/1997,1997,12,CHI,NYJ,Soldier Field,NYJ,-3,41,,25,11,78,15,23,FALSE,FALSE,19971116NYJCHI,,,,,
11/16/1997,1997,12,DAL,WAS,Texas Stadium,DAL,-5.5,38.5,,37,8,56,17,14,FALSE,FALSE,19971116WASDAL,,,,,
11/16/1997,1997,12,DET,MIN,Pontiac Silverdome,MIN,-1,43,DOME,72,0,,38,15,FALSE,FALSE,19971116MINDET,,,,,
11/16/1997,1997,12,IND,GB,RCA Dome,GB,-13,39.5,DOME,72,0,,41,38,FALSE,FALSE,19971116GBIND,,,,,
11/16/1997,1997,12,JAX,TEN,EverBank Field,JAX,-6,42.5,,56,10,58,17,9,FALSE,FALSE,19971116TENJAX,,,,,
11/16/1997,1997,12,KC,DEN,Arrowhead Stadium,DEN,-3,40,,24,8,71,24,22,FALSE,FALSE,19971116DENKC,,,,,
11/16/1997,1997,12,NO,SEA,Louisiana Superdome,SEA,-6,39,DOME,72,0,,20,17,FALSE,FALSE,19971116SEANO,,,,,
11/16/1997,1997,12,NYG,ARI,Giants Stadium,NYG,-5.5,37,,38,17,69,19,10,FALSE,FALSE,19971116ARINYG,,,,,
11/16/1997,1997,12,PIT,CIN,Three Rivers Stadium,PIT,-9.5,43,,29,15,78,20,3,FALSE,FALSE,19971116CINPIT,,,,,
11/16/1997,1997,12,LAC,OAK,Qualcomm Stadium,PICK,0,44,,61,6,72,13,38,FALSE,FALSE,19971116OAKLAC,,,,,
11/16/1997,1997,12,SF,CAR,Candlestick Park,SF,-10,38.5,,56,12,86,27,19,FALSE,FALSE,19971116CARSF,,,,,
11/16/1997,1997,12,LAR,ATL,Edward Jones Dome,LAR,-3.5,42.5,DOME,72,0,,21,27,FALSE,FALSE,19971116ATLLAR,,,,,
11/16/1997,1997,12,TB,NE,Houlihan's Stadium,NE,-2,41,,60,9,73,27,7,FALSE,FALSE,19971116NETB,,,,,
11/17/1997,1997,12,MIA,BUF,Sun Life Stadium,MIA,-6,38.5,,70,11,73,30,13,FALSE,FALSE,19971117BUFMIA,,,,,
11/23/1997,1997,13,ATL,NO,Georgia Dome,ATL,-4.5,38,DOME,72,0,,20,3,FALSE,FALSE,19971123NOATL,,,,,
11/23/1997,1997,13,BAL,ARI,Memorial Stadium (Baltimore),BAL,-4,40,,48,3,93,13,16,FALSE,FALSE,19971123ARIBAL,,,,,
11/23/1997,1997,13,CHI,TB,Soldier Field,TB,-5.5,36.5,,27,13,73,13,7,FALSE,FALSE,19971123TBCHI,,,,,
11/23/1997,1997,13,CIN,JAX,Cinergy Field,JAX,-6,40.5,,39,11,74,31,26,FALSE,FALSE,19971123JAXCIN,,,,,
11/23/1997,1997,13,DET,IND,Pontiac Silverdome,DET,-8.5,42.5,DOME,72,0,,32,10,FALSE,FALSE,19971123INDDET,,,,,
11/23/1997,1997,13,GB,DAL,Lambeau Field,GB,-7,38,,23,17,62,45,17,FALSE,FALSE,19971123DALGB,,,,,
11/23/1997,1997,13,NE,MIA,Foxboro Stadium,NE,-4,39,,32,12,92,27,24,FALSE,FALSE,19971123MIANE,,,,,
11/23/1997,1997,13,NYJ,MIN,Giants Stadium,NYJ,-3,42.5,,39,10,98,23,21,FALSE,FALSE,19971123MINNYJ,,,,,
11/23/1997,1997,13,PHI,PIT,Veterans Stadium,PIT,-3,37,,45,6,90,23,20,FALSE,FALSE,19971123PITPHI,,,,,
11/23/1997,1997,13,SF,LAC,Candlestick Park,SF,-14,40,,61,15,86,17,10,FALSE,FALSE,19971123LACSF,,,,,
11/23/1997,1997,13,SEA,KC,Seattle Kingdome,SEA,-3,41,DOME,72,0,,14,19,FALSE,FALSE,19971123KCSEA,,,,,
11/23/1997,1997,13,LAR,CAR,Edward Jones Dome,CAR,-3,39,DOME,72,0,,10,16,FALSE,FALSE,19971123CARLAR,,,,,
11/23/1997,1997,13,TEN,BUF,Liberty Bowl Memorial Stadium,TEN,-3.5,37,,40,6,90,31,14,FALSE,FALSE,19971123BUFTEN,,,,,
11/23/1997,1997,13,WAS,NYG,FedExField,WAS,-5.5,36,,49,5,90,7,7,FALSE,FALSE,19971123NYGWAS,,,,,
11/24/1997,1997,13,DEN,OAK,Mile High Stadium,DEN,-8.5,45.5,,42,11,42,31,3,FALSE,FALSE,19971124OAKDEN,,,,,
11/27/1997,1997,14,DAL,TEN,Texas Stadium,DAL,-6.5,38.5,,66,16,68,14,27,FALSE,FALSE,19971127TENDAL,,,,,
11/27/1997,1997,14,DET,CHI,Pontiac Silverdome,DET,-8,43,DOME,72,0,,55,20,FALSE,FALSE,19971127CHIDET,,,,,
11/30/1997,1997,14,ARI,PIT,University of Phoenix Stadium,PIT,-5.5,38,,56,5,52,20,26,FALSE,FALSE,19971130PITARI,,,,,
11/30/1997,1997,14,BUF,NYJ,Ralph Wilson Stadium,NYJ,-2.5,38.5,,39,6,92,20,10,FALSE,FALSE,19971130NYJBUF,,,,,
11/30/1997,1997,14,CAR,NO,Bank of America Stadium,CAR,-9,36,,57,6,93,13,16,FALSE,FALSE,19971130NOCAR,,,,,
11/30/1997,1997,14,JAX,BAL,EverBank Field,JAX,-8,43.5,,71,14,89,29,27,FALSE,FALSE,19971130BALJAX,,,,,
11/30/1997,1997,14,KC,SF,Arrowhead Stadium,SF,-4.5,37,,46,14,84,44,9,FALSE,FALSE,19971130SFKC,,,,,
11/30/1997,1997,14,NE,IND,Foxboro Stadium,NE,-11.5,40,,38,7,58,20,17,FALSE,FALSE,19971130INDNE,,,,,
11/30/1997,1997,14,NYG,TB,Giants Stadium,NYG,-1,35,,45,7,75,8,20,FALSE,FALSE,19971130TBNYG,,,,,
11/30/1997,1997,14,OAK,MIA,Oakland Coliseum,MIA,-2.5,44,,56,12,76,16,34,FALSE,FALSE,19971130MIAOAK,,,,,
11/30/1997,1997,14,PHI,CIN,Veterans Stadium,PHI,-5,39,,46,5,80,44,42,FALSE,FALSE,19971130CINPHI,,,,,
11/30/1997,1997,14,LAC,DEN,Qualcomm Stadium,DEN,-8.5,43.5,,61,8,67,28,38,FALSE,FALSE,19971130DENLAC,,,,,
11/30/1997,1997,14,SEA,ATL,Seattle Kingdome,SEA,-7,43.5,DOME,72,0,,17,24,FALSE,FALSE,19971130ATLSEA,,,,,
11/30/1997,1997,14,WAS,LAR,FedExField,WAS,-8.5,36.5,,50,6,82,20,23,FALSE,FALSE,19971130LARWAS,,,,,
12/01/1997,1997,14,MIN,GB,Hubert H. Humphrey Metrodome,GB,-3,44,DOME,72,0,,11,27,FALSE,FALSE,19971201GBMIN,,,,,
12/04/1997,1997,15,CIN,TEN,Cinergy Field,TEN,-3,41.5,,42,13,84,41,14,FALSE,FALSE,19971204TENCIN,,,,,
12/07/1997,1997,15,ARI,WAS,University of Phoenix Stadium,WAS,-2.5,38,,57,6,82,28,38,FALSE,FALSE,19971207WASARI,,,,,
12/07/1997,1997,15,BAL,SEA,Memorial Stadium (Baltimore),BAL,-1,45.5,,36,16,53,31,24,FALSE,FALSE,19971207SEABAL,,,,,
12/07/1997,1997,15,CHI,BUF,Soldier Field,BUF,-1.5,37,,31,11,80,20,3,FALSE,FALSE,19971207BUFCHI,,,,,
12/07/1997,1997,15,JAX,NE,EverBank Field,JAX,-3.5,44.5,,43,9,56,20,26,FALSE,FALSE,19971207NEJAX,,,,,
12/07/1997,1997,15,KC,OAK,Arrowhead Stadium,KC,-9,42,,25,7,87,30,0,FALSE,FALSE,19971207OAKKC,,,,,
12/07/1997,1997,15,MIA,DET,Sun Life Stadium,MIA,-3.5,43,,56,7,62,33,30,FALSE,FALSE,19971207DETMIA,,,,,
12/07/1997,1997,15,NO,LAR,Louisiana Superdome,NO,-1.5,37,DOME,72,0,,27,34,FALSE,FALSE,19971207LARNO,,,,,
12/07/1997,1997,15,NYJ,IND,Giants Stadium,NYJ,-8,41,,35,19,63,14,22,FALSE,FALSE,19971207INDNYJ,,,,,
12/07/1997,1997,15,PHI,NYG,Veterans Stadium,PHI,-4,35.5,,35,17,56,21,31,FALSE,FALSE,19971207NYGPHI,,,,,
12/07/1997,1997,15,PIT,DEN,Three Rivers Stadium,PIT,-1,43,,28,13,86,35,24,FALSE,FALSE,19971207DENPIT,,,,,
12/07/1997,1997,15,LAC,ATL,Qualcomm Stadium,ATL,-3,43.5,,62,11,82,3,14,FALSE,FALSE,19971207ATLLAC,,,,,
12/07/1997,1997,15,SF,MIN,Candlestick Park,SF,-7,41,,57,14,91,28,17,FALSE,FALSE,19971207MINSF,,,,,
12/07/1997,1997,15,TB,GB,Houlihan's Stadium,GB,-4,38,,49,8,56,6,17,FALSE,FALSE,19971207GBTB,,,,,
12/08/1997,1997,15,DAL,CAR,Texas Stadium,DAL,-6.5,36.5,,49,11,88,13,23,FALSE,FALSE,19971208CARDAL,,,,,
12/13/1997,1997,16,NE,PIT,Foxboro Stadium,NE,-2.5,42,,36,14,86,21,24,FALSE,FALSE,19971213PITNE,,,,,
12/13/1997,1997,16,NYG,WAS,Giants Stadium,NYG,-3,36.5,,36,13,69,30,10,FALSE,FALSE,19971213WASNYG,,,,,
12/14/1997,1997,16,ATL,PHI,Georgia Dome,ATL,-2,42.5,DOME,72,0,,20,17,FALSE,FALSE,19971214PHIATL,,,,,
12/14/1997,1997,16,BAL,TEN,Memorial Stadium (Baltimore),PICK,0,43,,35,11,61,21,19,FALSE,FALSE,19971214TENBAL,,,,,
12/14/1997,1997,16,BUF,JAX,Ralph Wilson Stadium,JAX,-5,38.5,,30,15,74,14,20,FALSE,FALSE,19971214JAXBUF,,,,,
12/14/1997,1997,16,CAR,GB,Bank of America Stadium,GB,-7,38,,41,8,52,10,31,FALSE,FALSE,19971214GBCAR,,,,,
12/14/1997,1997,16,CIN,DAL,Cinergy Field,CIN,-3.5,41.5,,33,6,73,31,24,FALSE,FALSE,19971214DALCIN,,,,,
12/14/1997,1997,16,IND,MIA,RCA Dome,MIA,-4,41,DOME,72,0,,41,0,FALSE,FALSE,19971214MIAIND,,,,,
12/14/1997,1997,16,MIN,DET,Hubert H. Humphrey Metrodome,MIN,-2.5,46,DOME,72,0,,13,14,FALSE,FALSE,19971214DETMIN,,,,,
12/14/1997,1997,16,NO,ARI,Louisiana Superdome,NO,-2,38.5,DOME,72,0,,27,10,FALSE,FALSE,19971214ARINO,,,,,
12/14/1997,1997,16,NYJ,TB,Giants Stadium,TB,-2.5,37,,38,20,56,31,0,FALSE,FALSE,19971214TBNYJ,,,,,
12/14/1997,1997,16,OAK,SEA,Oakland Coliseum,OAK,-1.5,46,,53,12,79,21,22,FALSE,FALSE,19971214SEAOAK,,,,,
12/14/1997,1997,16,LAC,KC,Qualcomm Stadium,KC,-9.5,41,,58,6,52,7,29,FALSE,FALSE,19971214KCLAC,,,,,
12/14/1997,1997,16,LAR,CHI,Edward Jones Dome,LAR,-3,41,DOME,72,0,,10,13,FALSE,FALSE,19971214CHILAR,,,,,
12/15/1997,1997,16,SF,DEN,Candlestick Park,SF,-4,44,,49,7,90,34,17,FALSE,FALSE,19971215DENSF,,,,,
12/20/1997,1997,17,CAR,LAR,Bank of America Stadium,CAR,-5,38,,49,6,50,18,30,FALSE,FALSE,19971220LARCAR,,,,,
12/20/1997,1997,17,GB,BUF,Lambeau Field,GB,-7,37.5,,32,7,73,31,21,FALSE,FALSE,19971220BUFGB,,,,,
