schedule_date,schedule_season,schedule_week,team_home,team_away,stadium,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,game_id,,,,,
12/10/1972,1972,13,TEN,PIT,Houston Astrodome,,,,DOME,72,0,,3,9,FALSE,FALSE,19721210PITTEN,,,,,
12/10/1972,1972,13,KC,IND,Arrowhead Stadium,,,,8 degrees-  humidity 56%- wind 11 mph- wind chill -8,8,11,6%,24,10,FALSE,FALSE,19721210INDKC,,,,,
12/10/1972,1972,13,MIN,GB,Metropolitan Stadium,,,,-2 degrees-  humidity 51%- wind 11 mph- wind chill -19,-2,11,51,7,23,FALSE,FALSE,19721210GBMIN,,,,,
12/10/1972,1972,13,NO,NE,Tulane Stadium,,,,74 degrees-  humidity 84%- wind 9 mph,74,9,84,10,17,FALSE,FALSE,19721210NENO,,,,,
12/10/1972,1972,13,NYG,MIA,Yankee Stadium,,,,47 degrees-  humidity 88%- wind 9 mph,47,9,88,13,23,FALSE,FALSE,19721210MIANYG,,,,,
12/10/1972,1972,13,PHI,CHI,Veterans Stadium,,,,47 degrees-  humidity 98%- wind 7 mph,47,7,98,12,21,FALSE,FALSE,19721210CHIPHI,,,,,
12/10/1972,1972,13,SF,ATL,Candlestick Park,,,,34 degrees-  humidity 47%- wind 10 mph- wind chill 26,34,10,47,20,0,FALSE,FALSE,19721210ATLSF,,,,,
12/10/1972,1972,13,ARI,LAR,Busch Memorial Stadium,,,,16 degrees-  humidity 86%- wind 14 mph- wind chill 2,16,14,86,24,14,FALSE,FALSE,19721210LARARI,,,,,
12/11/1972,1972,13,OAK,NYJ,Oakland Coliseum,,,,34 degrees-  humidity 52%- wind 9 mph- wind chill 28,34,9,52,24,16,FALSE,FALSE,19721211NYJOAK,,,,,
12/16/1972,1972,14,MIA,IND,Orange Bowl,,,,69 degrees-  humidity 84%- wind 14 mph,69,14,84,16,0,FALSE,FALSE,19721216INDMIA,,,,,
12/16/1972,1972,14,SF,MIN,Candlestick Park,,,,40 degrees-  humidity 80%- wind 6 mph,40,6,80,20,17,FALSE,FALSE,19721216MINSF,,,,,
12/17/1972,1972,14,ATL,KC,Atlanta-Fulton County Stadium,,,,27 degrees-  humidity 35%- wind 14 mph- wind chill 15,27,14,35,14,17,FALSE,FALSE,19721217KCATL,,,,,
12/17/1972,1972,14,DAL,NYG,Texas Stadium,,,,36 degrees-  humidity 52%- wind 11 mph- wind chill 28,36,11,52,3,23,FALSE,FALSE,19721217NYGDAL,,,,,
12/17/1972,1972,14,DEN,NE,Mile High Stadium,,,,32 degrees-  humidity 51%- wind 10 mph- wind chill 24,32,10,51,45,21,FALSE,FALSE,19721217NEDEN,,,,,
12/17/1972,1972,14,TEN,CIN,Houston Astrodome,,,,DOME,72,0,,17,61,FALSE,FALSE,19721217CINTEN,,,,,
12/17/1972,1972,14,LAR,DET,Los Angeles Memorial Coliseum,,,,62 degrees-  humidity 23%- wind 8 mph,62,8,23,17,34,FALSE,FALSE,19721217DETLAR,,,,,
12/17/1972,1972,14,NO,GB,Tulane Stadium,,,,39 degrees-  humidity 46%- wind 14 mph,39,14,46,20,30,FALSE,FALSE,19721217GBNO,,,,,
12/17/1972,1972,14,NYJ,CLE,Shea Stadium,,,,23 degrees-  humidity 47%- wind 28 mph- wind chill 6,23,28,47,10,26,FALSE,FALSE,19721217CLENYJ,,,,,
12/17/1972,1972,14,OAK,CHI,Oakland Coliseum,,,,44 degrees-  humidity 98%- wind 11 mph,44,11,98,28,21,FALSE,FALSE,19721217CHIOAK,,,,,
12/17/1972,1972,14,LAC,PIT,Qualcomm Stadium,,,,60 degrees-  humidity 37%- wind 6 mph,60,6,37,2,24,FALSE,FALSE,19721217PITLAC,,,,,
12/17/1972,1972,14,ARI,PHI,Busch Memorial Stadium,,,,17 degrees-  humidity 72%- wind 10 mph- wind chill 5,17,10,72,24,23,FALSE,FALSE,19721217PHIARI,,,,,
12/17/1972,1972,14,WAS,BUF,RFK Memorial Stadium,,,,22 degrees-  humidity 52%- wind 24 mph- wind chill 5,22,24,52,17,24,FALSE,FALSE,19721217BUFWAS,,,,,
12/23/1972,1972,Division,PIT,OAK,Three Rivers Stadium,,,,42 degrees-  humidity 88%- wind 6 mph,42,6,88,13,7,FALSE,TRUE,19721223OAKPIT,,,,,
12/23/1972,1972,Division,SF,DAL,Candlestick Park,,,,51 degrees-  humidity 91%- wind 7 mph,51,7,91,28,30,FALSE,TRUE,19721223DALSF,,,,,
12/24/1972,1972,Division,MIA,CLE,Orange Bowl,,,,62 degrees-  humidity 78%- wind 7 mph,62,7,78,20,14,FALSE,TRUE,19721224CLEMIA,,,,,
12/24/1972,1972,Division,WAS,GB,RFK Memorial Stadium,,,,38 degrees-  humidity 98%- wind 6 mph,38,6,98,16,3,FALSE,TRUE,19721224GBWAS,,,,,
12/31/1972,1972,Conference,PIT,MIA,Three Rivers Stadium,,,,58 degrees-  humidity 65%- wind 16 mph,58,16,65,17,21,FALSE,TRUE,19721231MIAPIT,,,,,
12/31/1972,1972,Conference,WAS,DAL,RFK Memorial Stadium,,,,49 degrees-  humidity 99%- wind 8 mph,49,8,99,26,3,FALSE,TRUE,19721231DALWAS,,,,,
01/14/1973,1972,Superbowl,MIA,WAS,Los Angeles Memorial Coliseum,MIA,-1,33,64 degrees-  humidity 53%- wind 7 mph,64,7,53,14,7,TRUE,TRUE,19730114WASMIA,,,,,
09/16/1973,1973,1,CHI,DAL,Soldier Field,,,,55 degrees-  humidity 82%- wind 9 mph,55,9,82,17,20,FALSE,FALSE,19730916DALCHI,,,,,
09/16/1973,1973,1,CLE,IND,Cleveland Municipal Stadium,,,,64 degrees-  humidity 65%- wind 9 mph,64,9,65,24,14,FALSE,FALSE,19730916INDCLE,,,,,
09/16/1973,1973,1,DEN,CIN,Mile High Stadium,,,,44 degrees-  humidity 83%- wind 13 mph,44,13,83,28,10,FALSE,FALSE,19730916CINDEN,,,,,
09/16/1973,1973,1,KC,LAR,Arrowhead Stadium,,,,59 degrees-  humidity 85%- wind 11 mph,59,11,85,13,23,FALSE,FALSE,19730916LARKC,,,,,
09/16/1973,1973,1,MIA,SF,Orange Bowl,,,,82 degrees-  humidity 80%- wind 8 mph,82,8,80,21,13,FALSE,FALSE,19730916SFMIA,,,,,
09/16/1973,1973,1,MIN,OAK,Metropolitan Stadium,,,,50 degrees-  humidity 74%- wind 8 mph,50,8,74,24,16,FALSE,FALSE,19730916OAKMIN,,,,,
09/16/1973,1973,1,NE,BUF,Foxboro Stadium,,,,64 degrees-  humidity 71%- wind 13 mph,64,13,71,13,31,FALSE,FALSE,19730916BUFNE,,,,,
09/16/1973,1973,1,NO,ATL,Tulane Stadium,,,,79 degrees-  humidity 74%- wind 6 mph,79,6,74,7,62,FALSE,FALSE,19730916ATLNO,,,,,
09/16/1973,1973,1,NYG,TEN,Yale Bowl,,,,68 degrees-  humidity 72%- wind 10 mph,68,10,72,34,14,FALSE,FALSE,19730916TENNYG,,,,,
09/16/1973,1973,1,PHI,ARI,Veterans Stadium,,,,70 degrees-  humidity 72%- wind 9 mph,70,9,72,23,34,FALSE,FALSE,19730916ARIPHI,,,,,
09/16/1973,1973,1,PIT,DET,Three Rivers Stadium,,,,64 degrees-  humidity 64%- wind 11 mph,64,11,64,24,10,FALSE,FALSE,19730916DETPIT,,,,,
09/16/1973,1973,1,WAS,LAC,RFK Memorial Stadium,,,,73 degrees-  humidity 59%- wind 6 mph,73,6,59,38,0,FALSE,FALSE,19730916LACWAS,,,,,
09/17/1973,1973,1,GB,NYJ,Lambeau Field,,,,54 degrees-  humidity 77%- wind 16 mph,54,16,77,23,7,FALSE,FALSE,19730917NYJGB,,,,,
09/23/1973,1973,2,IND,NYJ,Memorial Stadium (Baltimore),,,,71 degrees-  humidity 76%- wind 10 mph,71,10,76,10,34,FALSE,FALSE,19730923NYJIND,,,,,
09/23/1973,1973,2,CHI,MIN,Soldier Field,,,,61 degrees-  humidity 72%- wind 10 mph,61,10,72,13,22,FALSE,FALSE,19730923MINCHI,,,,,
09/23/1973,1973,2,CIN,TEN,Cinergy Field,,,,71 degrees-  humidity 79%- wind 10 mph,71,10,79,24,10,FALSE,FALSE,19730923TENCIN,,,,,
09/23/1973,1973,2,DEN,SF,Mile High Stadium,,,,66 degrees-  humidity 42%- wind 16 mph,66,16,42,34,36,FALSE,FALSE,19730923SFDEN,,,,,
09/23/1973,1973,2,GB,DET,Lambeau Field,,,,50 degrees-  humidity 83%- wind 9 mph,50,9,83,13,13,FALSE,FALSE,19730923DETGB,,,,,
09/23/1973,1973,2,LAR,ATL,Los Angeles Memorial Coliseum,,,,65 degrees-  humidity 80%- wind 9 mph,65,9,80,31,0,FALSE,FALSE,19730923ATLLAR,,,,,
09/23/1973,1973,2,NE,KC,Foxboro Stadium,,,,68 degrees-  humidity 83%- wind 15 mph,68,15,83,7,10,FALSE,FALSE,19730923KCNE,,,,,
09/23/1973,1973,2,NYG,PHI,Yale Bowl,,,,72 degrees-  humidity 74%- wind 12 mph,72,12,74,23,23,FALSE,FALSE,19730923PHINYG,,,,,
09/23/1973,1973,2,OAK,MIA,Oakland Coliseum,,,,62 degrees-  humidity 86%- wind 13 mph,62,13,86,12,7,FALSE,FALSE,19730923MIAOAK,,,,,
09/23/1973,1973,2,PIT,CLE,Three Rivers Stadium,,,,68 degrees-  humidity 69%- wind 14 mph,68,14,69,33,6,FALSE,FALSE,19730923CLEPIT,,,,,
09/23/1973,1973,2,LAC,BUF,Qualcomm Stadium,,,,67 degrees-  humidity 70%- wind 10 mph,67,10,70,34,7,FALSE,FALSE,19730923BUFLAC,,,,,
09/23/1973,1973,2,ARI,WAS,Busch Memorial Stadium,,,,72 degrees-  humidity 86%- wind 6 mph,72,6,86,34,27,FALSE,FALSE,19730923WASARI,,,,,
09/24/1973,1973,2,DAL,NO,Texas Stadium,,,,76 degrees-  humidity 88%- wind 17 mph,76,17,88,40,3,FALSE,FALSE,19730924NODAL,,,,,
09/30/1973,1973,3,IND,NO,Memorial Stadium (Baltimore),,,,64 degrees-  humidity 72%- wind 10 mph,64,10,72,14,10,FALSE,FALSE,19730930NOIND,,,,,
09/30/1973,1973,3,BUF,NYJ,Ralph Wilson Stadium,,,,53 degrees-  humidity 62%- wind 8 mph,53,8,62,9,7,FALSE,FALSE,19730930NYJBUF,,,,,
09/30/1973,1973,3,CLE,NYG,Cleveland Municipal Stadium,,,,62 degrees-  humidity 68%- wind 9 mph,62,9,68,12,10,FALSE,FALSE,19730930NYGCLE,,,,,
09/30/1973,1973,3,DAL,ARI,Texas Stadium,,,,71 degrees-  humidity 74%- wind 5 mph,71,5,74,45,10,FALSE,FALSE,19730930ARIDAL,,,,,
09/30/1973,1973,3,DEN,CHI,Mile High Stadium,,,,55 degrees-  humidity 54%- wind 8 mph,55,8,54,14,33,FALSE,FALSE,19730930CHIDEN,,,,,
09/30/1973,1973,3,TEN,PIT,Houston Astrodome,,,,DOME,72,0,,7,36,FALSE,FALSE,19730930PITTEN,,,,,
09/30/1973,1973,3,KC,OAK,Arrowhead Stadium,,,,59 degrees-  humidity 90%- wind 4 mph,59,4,90,16,3,FALSE,FALSE,19730930OAKKC,,,,,
09/30/1973,1973,3,MIA,NE,Orange Bowl,,,,81 degrees-  humidity 63%- wind 10 mph,81,10,63,44,23,FALSE,FALSE,19730930NEMIA,,,,,
09/30/1973,1973,3,MIN,GB,Metropolitan Stadium,,,,56 degrees-  humidity 74%- wind 10 mph,56,10,74,11,3,FALSE,FALSE,19730930GBMIN,,,,,
09/30/1973,1973,3,PHI,WAS,Veterans Stadium,,,,63 degrees-  humidity 66%- wind 11 mph,63,11,66,7,28,FALSE,FALSE,19730930WASPHI,,,,,
09/30/1973,1973,3,LAC,CIN,Qualcomm Stadium,,,,67 degrees-  humidity 70%- wind 9 mph,67,9,70,13,20,FALSE,FALSE,19730930CINLAC,,,,,
09/30/1973,1973,3,SF,LAR,Candlestick Park,,,,57 degrees-  humidity 81%- wind 15 mph,57,15,81,20,40,FALSE,FALSE,19730930LARSF,,,,,
10/01/1973,1973,3,DET,ATL,Tiger Stadium,,,,59 degrees-  humidity 83%- wind 11 mph,59,11,83,31,6,FALSE,FALSE,19731001ATLDET,,,,,
10/07/1973,1973,4,ATL,SF,Atlanta-Fulton County Stadium,,,,68 degrees-  humidity 65%- wind 10 mph,68,10,65,9,13,FALSE,FALSE,19731007SFATL,,,,,
10/07/1973,1973,4,BUF,PHI,Ralph Wilson Stadium,,,,56 degrees-  humidity 66%- wind 8 mph,56,8,66,27,26,FALSE,FALSE,19731007PHIBUF,,,,,
10/07/1973,1973,4,CLE,CIN,Cleveland Municipal Stadium,,,,60 degrees-  humidity 68%- wind 4 mph,60,4,68,17,10,FALSE,FALSE,19731007CINCLE,,,,,
10/07/1973,1973,4,DET,MIN,Tiger Stadium,,,,61 degrees-  humidity 73%- wind 8 mph,61,8,73,9,23,FALSE,FALSE,19731007MINDET,,,,,
10/07/1973,1973,4,TEN,LAR,Houston Astrodome,,,,DOME,72,0,,26,31,FALSE,FALSE,19731007LARTEN,,,,,
10/07/1973,1973,4,KC,DEN,Arrowhead Stadium,,,,67 degrees-  humidity 88%- wind 11 mph,67,11,88,16,14,FALSE,FALSE,19731007DENKC,,,,,
10/07/1973,1973,4,MIA,NYJ,Orange Bowl,,,,80 degrees-  humidity 83%- wind 6 mph,80,6,83,31,3,FALSE,FALSE,19731007NYJMIA,,,,,
10/07/1973,1973,4,NE,IND,Foxboro Stadium,,,,57 degrees-  humidity 36%- wind 10 mph,57,10,36,24,16,FALSE,FALSE,19731007INDNE,,,,,
10/07/1973,1973,4,NO,CHI,Tulane Stadium,,,,76 degrees-  humidity 80%- wind 6 mph,76,6,80,21,16,FALSE,FALSE,19731007CHINO,,,,,
10/07/1973,1973,4,NYG,GB,Yale Bowl,,,,58 degrees-  humidity 55%- wind 5 mph,58,5,55,14,16,FALSE,FALSE,19731007GBNYG,,,,,
10/07/1973,1973,4,PIT,LAC,Three Rivers Stadium,,,,60 degrees-  humidity 63%- wind 6 mph,60,6,63,38,21,FALSE,FALSE,19731007LACPIT,,,,,
10/07/1973,1973,4,ARI,OAK,Busch Memorial Stadium,,,,70 degrees-  humidity 80%- wind 10 mph,70,10,80,10,17,FALSE,FALSE,19731007OAKARI,,,,,
10/08/1973,1973,4,WAS,DAL,RFK Memorial Stadium,,,,67 degrees-  humidity 64%- wind 5 mph,67,5,64,14,7,FALSE,FALSE,19731008DALWAS,,,,,
10/14/1973,1973,5,ATL,CHI,Atlanta-Fulton County Stadium,,,,67 degrees-  humidity 81%- wind 9 mph,67,9,81,46,6,FALSE,FALSE,19731014CHIATL,,,,,
10/14/1973,1973,5,BUF,IND,Ralph Wilson Stadium,,,,58 degrees-  humidity 58%- wind 23 mph,58,23,58,31,13,FALSE,FALSE,19731014INDBUF,,,,,
10/14/1973,1973,5,CIN,PIT,Cinergy Field,,,,59 degrees-  humidity 77%- wind 8 mph,59,8,77,19,7,FALSE,FALSE,19731014PITCIN,,,,,
10/14/1973,1973,5,GB,KC,Lambeau Field,,,,58 degrees-  humidity 58%- wind 14 mph,58,14,58,10,10,FALSE,FALSE,19731014KCGB,,,,,
10/14/1973,1973,5,TEN,DEN,Houston Astrodome,,,,DOME,72,0,,20,48,FALSE,FALSE,19731014DENTEN,,,,,
10/14/1973,1973,5,LAR,DAL,Los Angeles Memorial Coliseum,,,,66 degrees-  humidity 68%- wind 8 mph,66,8,68,37,31,FALSE,FALSE,19731014DALLAR,,,,,
10/14/1973,1973,5,NE,NYJ,Foxboro Stadium,,,,64 degrees-  humidity 50%- wind 23 mph,64,23,50,7,9,FALSE,FALSE,19731014NYJNE,,,,,
10/14/1973,1973,5,NO,DET,Tulane Stadium,,,,80 degrees-  humidity 80%- wind 9 mph,80,9,80,20,13,FALSE,FALSE,19731014DETNO,,,,,
10/14/1973,1973,5,NYG,WAS,Yale Bowl,,,,66 degrees-  humidity 46%- wind 17 mph,66,17,46,3,21,FALSE,FALSE,19731014WASNYG,,,,,
10/14/1973,1973,5,LAC,OAK,Qualcomm Stadium,,,,66 degrees-  humidity 71%- wind 8 mph,66,8,71,17,27,FALSE,FALSE,19731014OAKLAC,,,,,
10/14/1973,1973,5,SF,MIN,Candlestick Park,,,,64 degrees-  humidity 67%- wind 8 mph,64,8,67,13,17,FALSE,FALSE,19731014MINSF,,,,,
10/14/1973,1973,5,ARI,PHI,Busch Memorial Stadium,,,,63 degrees-  humidity 76%- wind 8 mph,63,8,76,24,27,FALSE,FALSE,19731014PHIARI,,,,,
10/15/1973,1973,5,CLE,MIA,Cleveland Municipal Stadium,,,,60 degrees-  humidity 68%- wind 14 mph,60,14,68,9,17,FALSE,FALSE,19731015MIACLE,,,,,
10/21/1973,1973,6,CHI,NE,Soldier Field,,,,51 degrees-  humidity 76%- wind 7 mph,51,7,76,10,13,FALSE,FALSE,19731021NECHI,,,,,
10/21/1973,1973,6,CIN,KC,Cinergy Field,,,,52 degrees-  humidity 69%- wind 8 mph,52,8,69,14,6,FALSE,FALSE,19731021KCCIN,,,,,
10/21/1973,1973,6,CLE,TEN,Cleveland Municipal Stadium,,,,51 degrees-  humidity 77%- wind 6 mph,51,6,77,42,13,FALSE,FALSE,19731021TENCLE,,,,,
10/21/1973,1973,6,DAL,NYG,Texas Stadium,,,,63 degrees-  humidity 70%- wind 6 mph,63,6,70,45,28,FALSE,FALSE,19731021NYGDAL,,,,,
10/21/1973,1973,6,DET,IND,Tiger Stadium,,,,47 degrees-  humidity 73%- wind 7 mph,47,7,73,27,29,FALSE,FALSE,19731021INDDET,,,,,
10/21/1973,1973,6,LAR,GB,Los Angeles Memorial Coliseum,,,,62 degrees-  humidity 89%- wind 8 mph,62,8,89,24,7,FALSE,FALSE,19731021GBLAR,,,,,
10/21/1973,1973,6,MIA,BUF,Orange Bowl,,,,80 degrees-  humidity 77%- wind 14 mph,80,14,77,27,6,FALSE,FALSE,19731021BUFMIA,,,,,
10/21/1973,1973,6,MIN,PHI,Metropolitan Stadium,,,,54 degrees-  humidity 64%- wind 13 mph,54,13,64,28,21,FALSE,FALSE,19731021PHIMIN,,,,,
10/21/1973,1973,6,PIT,NYJ,Three Rivers Stadium,,,,50 degrees-  humidity 69%- wind 9 mph,50,9,69,26,14,FALSE,FALSE,19731021NYJPIT,,,,,
10/21/1973,1973,6,LAC,ATL,Qualcomm Stadium,,,,64 degrees-  humidity 73%- wind 10 mph,64,10,73,0,41,FALSE,FALSE,19731021ATLLAC,,,,,
10/21/1973,1973,6,SF,NO,Candlestick Park,,,,64 degrees-  humidity 76%- wind 10 mph,64,10,76,40,0,FALSE,FALSE,19731021NOSF,,,,,
10/21/1973,1973,6,WAS,ARI,RFK Memorial Stadium,,,,58 degrees-  humidity 57%- wind 8 mph,58,8,57,31,13,FALSE,FALSE,19731021ARIWAS,,,,,
10/22/1973,1973,6,DEN,OAK,Mile High Stadium,,,,58 degrees-  humidity 30%- wind 9 mph,58,9,30,23,23,FALSE,FALSE,19731022OAKDEN,,,,,
10/28/1973,1973,7,IND,OAK,Memorial Stadium (Baltimore),,,,53 degrees-  humidity 78%- wind 12 mph,53,12,78,21,34,FALSE,FALSE,19731028OAKIND,,,,,
10/28/1973,1973,7,CHI,TEN,Soldier Field,,,,45 degrees-  humidity 87%- wind 12 mph,45,12,87,35,14,FALSE,FALSE,19731028TENCHI,,,,,
10/28/1973,1973,7,CLE,LAC,Cleveland Municipal Stadium,,,,54 degrees-  humidity 86%- wind 11 mph,54,11,86,16,16,FALSE,FALSE,19731028LACCLE,,,,,
10/28/1973,1973,7,DET,GB,Tiger Stadium,,,,52 degrees-  humidity 94%- wind 15 mph,52,15,94,34,0,FALSE,FALSE,19731028GBDET,,,,,
10/28/1973,1973,7,MIN,LAR,Metropolitan Stadium,,,,41 degrees-  humidity 76%- wind 18 mph,41,18,76,10,9,FALSE,FALSE,19731028LARMIN,,,,,
10/28/1973,1973,7,NE,MIA,Foxboro Stadium,,,,44 degrees-  humidity 58%- wind 14 mph,44,14,58,14,30,FALSE,FALSE,19731028MIANE,,,,,
10/28/1973,1973,7,NO,WAS,Tulane Stadium,,,,68 degrees-  humidity 74%- wind 9 mph,68,9,74,19,3,FALSE,FALSE,19731028WASNO,,,,,
10/28/1973,1973,7,NYJ,DEN,Shea Stadium,,,,49 degrees-  humidity 66%- wind 16 mph,49,16,66,28,40,FALSE,FALSE,19731028DENNYJ,,,,,
10/28/1973,1973,7,PHI,DAL,Veterans Stadium,,,,53 degrees-  humidity 68%- wind 15 mph,53,15,68,30,16,FALSE,FALSE,19731028DALPHI,,,,,
10/28/1973,1973,7,PIT,CIN,Three Rivers Stadium,,,,52 degrees-  humidity 76%- wind 12 mph,52,12,76,20,13,FALSE,FALSE,19731028CINPIT,,,,,
10/28/1973,1973,7,SF,ATL,Candlestick Park,,,,61 degrees-  humidity 69%- wind 8 mph,61,8,69,3,17,FALSE,FALSE,19731028ATLSF,,,,,
10/28/1973,1973,7,ARI,NYG,Busch Memorial Stadium,,,,44 degrees-  humidity 93%- wind 11 mph,44,11,93,35,27,FALSE,FALSE,19731028NYGARI,,,,,
10/29/1973,1973,7,BUF,KC,Ralph Wilson Stadium,,,,45 degrees-  humidity 92%- wind 17 mph,45,17,92,23,14,FALSE,FALSE,19731029KCBUF,,,,,
11/04/1973,1973,8,ATL,LAR,Atlanta-Fulton County Stadium,,,,65 degrees-  humidity 74%- wind 7 mph,65,7,74,15,13,FALSE,FALSE,19731104LARATL,,,,,
11/04/1973,1973,8,IND,TEN,Memorial Stadium (Baltimore),,,,46 degrees-  humidity 52%- wind 10 mph,46,10,52,27,31,FALSE,FALSE,19731104TENIND,,,,,
11/04/1973,1973,8,DAL,CIN,Texas Stadium,,,,63 degrees-  humidity 92%- wind 6 mph,63,6,92,38,10,FALSE,FALSE,19731104CINDAL,,,,,
11/04/1973,1973,8,DET,SF,Tiger Stadium,,,,38 degrees-  humidity 68%- wind 12 mph- wind chill 30,38,12,68,30,20,FALSE,FALSE,19731104SFDET,,,,,
11/04/1973,1973,8,GB,CHI,Lambeau Field,,,,31 degrees-  humidity 68%- wind 9 mph- wind chill 23,31,9,68,17,31,FALSE,FALSE,19731104CHIGB,,,,,
11/04/1973,1973,8,MIN,CLE,Metropolitan Stadium,,,,27 degrees-  humidity 60%- wind 11 mph- wind chill 18,27,11,60,26,3,FALSE,FALSE,19731104CLEMIN,,,,,
11/04/1973,1973,8,NO,BUF,Tulane Stadium,,,,73 degrees-  humidity 83%- wind 8 mph,73,8,83,13,0,FALSE,FALSE,19731104BUFNO,,,,,
11/04/1973,1973,8,NYJ,MIA,Shea Stadium,,,,47 degrees-  humidity 43%- wind 17 mph,47,17,43,14,24,FALSE,FALSE,19731104MIANYJ,,,,,
11/04/1973,1973,8,OAK,NYG,Oakland Coliseum,,,,49 degrees-  humidity 73%- wind 11 mph,49,11,73,42,0,FALSE,FALSE,19731104NYGOAK,,,,,
11/04/1973,1973,8,PHI,NE,Veterans Stadium,,,,47 degrees-  humidity 52%- wind 13 mph,47,13,52,24,23,FALSE,FALSE,19731104NEPHI,,,,,
11/04/1973,1973,8,LAC,KC,Qualcomm Stadium,,,,61 degrees-  humidity 62%- wind 6 mph,61,6,62,0,19,FALSE,FALSE,19731104KCLAC,,,,,
11/04/1973,1973,8,ARI,DEN,Busch Memorial Stadium,,,,44 degrees-  humidity 78%- wind 12 mph,44,12,78,17,17,FALSE,FALSE,19731104DENARI,,,,,
11/05/1973,1973,8,PIT,WAS,Three Rivers Stadium,,,,40 degrees-  humidity 62%- wind 13 mph,40,13,62,21,16,FALSE,FALSE,19731105WASPIT,,,,,
11/11/1973,1973,9,BUF,CIN,Ralph Wilson Stadium,,,,34 degrees-  humidity 69%- wind 12 mph- wind chill 26,34,12,69,13,16,FALSE,FALSE,19731111CINBUF,,,,,
11/11/1973,1973,9,DEN,LAC,Mile High Stadium,,,,52 degrees-  humidity 40%- wind 7 mph,52,7,40,30,19,FALSE,FALSE,19731111LACDEN,,,,,
11/11/1973,1973,9,GB,ARI,Lambeau Field,,,,34 degrees-  humidity 63%- wind 12 mph- wind chill 25,34,12,63,25,21,FALSE,FALSE,19731111ARIGB,,,,,
11/11/1973,1973,9,TEN,CLE,Houston Astrodome,,,,DOME,72,0,,13,23,FALSE,FALSE,19731111CLETEN,,,,,
11/11/1973,1973,9,LAR,NO,Los Angeles Memorial Coliseum,,,,63 degrees-  humidity 81%- wind 7 mph,63,7,81,29,7,FALSE,FALSE,19731111NOLAR,,,,,
11/11/1973,1973,9,MIA,IND,Orange Bowl,,,,74 degrees-  humidity 58%- wind 17 mph,74,17,58,44,0,FALSE,FALSE,19731111INDMIA,,,,,
11/11/1973,1973,9,MIN,DET,Metropolitan Stadium,,,,39 degrees-  humidity 53%- wind 10 mph,39,10,53,28,7,FALSE,FALSE,19731111DETMIN,,,,,
11/11/1973,1973,9,NYG,DAL,Yale Bowl,,,,36 degrees-  humidity 52%- wind 12 mph- wind chill 28,36,12,52,10,23,FALSE,FALSE,19731111DALNYG,,,,,
11/11/1973,1973,9,NYJ,NE,Shea Stadium,,,,36 degrees-  humidity 52%- wind 12 mph- wind chill 28,36,12,52,33,13,FALSE,FALSE,19731111NENYJ,,,,,
11/11/1973,1973,9,OAK,PIT,Oakland Coliseum,,,,62 degrees-  humidity 83%- wind 16 mph,62,16,83,9,17,FALSE,FALSE,19731111PITOAK,,,,,
11/11/1973,1973,9,PHI,ATL,Veterans Stadium,,,,33 degrees-  humidity 56%- wind 10 mph- wind chill 25,33,10,56,27,44,FALSE,FALSE,19731111ATLPHI,,,,,
11/11/1973,1973,9,WAS,SF,RFK Memorial Stadium,,,,38 degrees-  humidity 50%- wind 8 mph,38,8,50,33,9,FALSE,FALSE,19731111SFWAS,,,,,
11/12/1973,1973,9,KC,CHI,Arrowhead Stadium,,,,51 degrees-  humidity 64%- wind 17 mph,51,17,64,19,7,FALSE,FALSE,19731112CHIKC,,,,,
11/18/1973,1973,10,BUF,MIA,Ralph Wilson Stadium,,,,37 degrees-  humidity 70%- wind 10 mph- wind chill 29,37,10,70,0,17,FALSE,FALSE,19731118MIABUF,,,,,
11/18/1973,1973,10,CHI,DET,Soldier Field,,,,50 degrees-  humidity 71%- wind 14 mph,50,14,71,7,30,FALSE,FALSE,19731118DETCHI,,,,,
11/18/1973,1973,10,CIN,NYJ,Cinergy Field,,,,43 degrees-  humidity 76%- wind 12 mph,43,12,76,20,14,FALSE,FALSE,19731118NYJCIN,,,,,
11/18/1973,1973,10,DAL,PHI,Texas Stadium,,,,70 degrees-  humidity 82%- wind 14 mph,70,14,82,31,10,FALSE,FALSE,19731118PHIDAL,,,,,
11/18/1973,1973,10,KC,TEN,Arrowhead Stadium,,,,49 degrees-  humidity 71%- wind 13 mph,49,13,71,38,14,FALSE,FALSE,19731118TENKC,,,,,
11/18/1973,1973,10,LAR,SF,Los Angeles Memorial Coliseum,,,,60 degrees-  humidity 84%- wind 16 mph,60,16,84,31,13,FALSE,FALSE,19731118SFLAR,,,,,
11/18/1973,1973,10,NE,GB,Foxboro Stadium,,,,43 degrees-  humidity 44%- wind 18 mph,43,18,44,33,24,FALSE,FALSE,19731118GBNE,,,,,
11/18/1973,1973,10,NYG,ARI,Yale Bowl,,,,41 degrees-  humidity 48%- wind 15 mph,41,15,48,24,13,FALSE,FALSE,19731118ARINYG,,,,,
11/18/1973,1973,10,OAK,CLE,Oakland Coliseum,,,,53 degrees-  humidity 76%- wind 18 mph,53,18,76,3,7,FALSE,FALSE,19731118CLEOAK,,,,,
